,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1827,0,0,1,1,45,0,0,1,0,0,0,1,1,1,394,3943,0,1,0,0,1,0,0,1,0,0,0
1155,1,0,1,0,70,1,1,0,1,1,1,1,0,0,829,5507,0,1,0,0,0,0,1,0,1,0,0
1324,0,0,1,1,4,1,0,0,0,0,0,0,0,0,36,362,1,0,0,1,1,0,0,0,0,0,1
4312,1,0,1,1,33,1,0,0,1,1,1,1,1,0,942,4121,0,1,0,0,0,0,1,0,1,0,0
510,1,1,1,1,20,1,0,1,0,1,1,0,1,0,1174,3551,0,0,1,0,0,1,0,0,1,0,0
1680,1,0,1,1,56,1,1,0,0,0,0,0,0,1,81,3127,0,0,0,1,0,1,0,0,0,0,1
499,0,0,0,0,12,1,1,1,1,1,0,0,1,1,1275,2822,1,0,1,0,1,0,0,1,0,0,0
6381,1,0,0,1,1,1,0,0,0,0,0,0,0,0,20,14,0,0,0,1,1,0,0,0,0,0,1
1856,0,1,0,0,38,1,0,1,1,0,0,0,0,1,499,3891,1,1,0,0,1,0,0,0,1,0,0
1388,0,0,1,1,12,1,0,0,0,1,0,1,0,1,512,2037,0,1,0,0,1,0,0,0,1,0,0
5615,1,0,0,0,1,1,0,0,0,0,0,0,0,1,33,27,1,0,0,1,1,0,0,1,0,0,0
3719,1,0,0,0,28,1,0,0,0,0,0,0,0,0,0,1675,0,0,0,1,0,1,0,0,1,0,0
2386,0,0,1,1,43,1,0,0,1,0,0,0,0,0,380,3822,0,1,0,0,1,0,0,0,0,0,1
5541,0,0,0,0,61,1,1,0,0,1,1,1,1,1,1407,6010,1,0,1,0,0,0,1,0,0,1,0
3236,1,0,0,0,16,1,1,0,1,0,0,0,0,0,465,2274,0,1,0,0,1,0,0,0,0,1,0
6172,1,0,1,0,10,1,0,0,0,0,0,0,0,1,717,1897,1,0,1,0,1,0,0,0,0,1,0
1540,1,0,1,1,63,1,0,0,1,1,0,0,0,1,906,5345,0,0,1,0,1,0,0,0,1,0,0
1217,1,0,1,0,62,1,1,0,0,0,0,0,0,1,67,3150,0,0,0,1,0,1,0,0,1,0,0
2681,1,0,1,0,46,0,0,1,0,1,1,0,0,0,250,3574,0,1,0,0,0,0,1,0,1,0,0
2993,1,0,1,1,1,1,0,0,0,0,0,0,0,0,37,31,0,0,0,1,0,1,0,0,0,0,1
5512,0,0,1,1,9,1,1,0,1,0,0,0,0,1,465,1607,0,1,0,0,1,0,0,0,0,0,1
6313,1,0,0,0,2,1,0,0,0,1,0,1,1,1,1205,837,1,0,1,0,1,0,0,0,0,1,0
1191,1,0,1,1,35,1,1,1,1,1,1,0,0,1,698,4049,0,1,0,0,0,0,1,0,1,0,0
5772,1,0,1,1,69,1,1,0,1,1,1,1,1,1,939,5653,0,1,0,0,0,0,1,1,0,0,0
5293,1,0,0,0,33,1,1,1,0,0,0,0,0,0,902,4122,0,0,1,0,0,1,0,1,0,0,0
1542,0,0,0,0,46,1,0,0,0,0,0,0,0,1,51,2374,0,0,0,1,0,0,1,0,0,1,0
3301,0,1,0,0,1,1,0,0,0,0,0,0,0,1,707,289,1,0,1,0,1,0,0,0,0,1,0
3324,0,0,0,0,1,1,0,0,0,1,0,0,0,0,818,354,0,0,1,0,1,0,0,0,0,1,0
2539,0,0,1,1,65,1,1,0,0,0,0,0,0,0,112,3375,0,0,0,1,0,0,1,0,1,0,0
953,0,0,0,0,15,1,0,1,0,1,1,0,0,0,523,2403,0,1,0,0,1,0,0,0,0,1,0
4846,1,0,0,0,7,1,0,0,0,0,0,0,0,0,698,1584,0,0,1,0,1,0,0,1,0,0,0
4330,1,0,0,0,19,1,0,0,1,1,0,0,0,1,865,3189,1,0,1,0,1,0,0,0,0,1,0
732,1,0,1,1,25,1,0,0,1,0,0,0,0,1,817,3632,0,0,1,0,1,0,0,0,0,1,0
7033,1,0,0,0,38,1,0,0,0,0,0,0,0,1,705,4135,0,0,1,0,1,0,0,0,1,0,0
1156,0,0,0,0,53,1,0,0,0,0,0,0,0,0,3,2471,0,0,0,1,0,0,1,0,0,0,1
6518,1,0,0,0,1,1,0,0,0,0,0,0,0,0,311,153,1,1,0,0,1,0,0,0,0,1,0
3294,0,0,1,1,1,1,0,0,0,0,0,0,0,1,697,281,1,0,1,0,1,0,0,0,0,0,1
2982,1,0,1,1,52,1,0,0,0,0,0,0,0,1,46,2579,0,0,0,1,0,1,0,0,1,0,0
5305,0,0,1,0,43,1,0,1,0,1,1,1,1,1,876,4610,0,1,0,0,0,0,1,0,0,1,0
5161,1,0,0,1,23,1,0,0,1,0,1,0,0,0,442,2940,0,1,0,0,1,0,0,0,0,1,0
2156,0,0,0,0,2,1,0,0,0,0,0,0,1,0,911,794,1,0,1,0,1,0,0,0,0,1,0
1062,0,0,1,0,34,1,0,0,0,0,1,0,0,0,380,3547,0,1,0,0,1,0,0,1,0,0,0
2616,1,0,1,1,6,1,0,0,0,0,0,0,0,1,297,1033,1,1,0,0,1,0,0,1,0,0,0
1167,1,0,0,0,26,1,1,0,0,0,0,0,0,1,407,2912,0,1,0,0,0,1,0,0,1,0,0
3222,1,0,0,0,2,1,0,0,0,0,0,0,0,0,303,549,0,1,0,0,1,0,0,1,0,0,0
3636,0,0,0,1,11,1,0,0,0,0,0,0,0,0,23,884,0,0,0,1,1,0,0,0,1,0,0
5588,1,0,0,0,1,1,0,0,0,1,0,0,0,1,369,184,1,1,0,0,1,0,0,0,0,0,1
2938,1,0,1,0,53,1,1,0,1,0,1,0,1,0,1237,5429,0,0,1,0,0,1,0,1,0,0,0
4491,1,0,0,0,1,1,0,0,0,0,0,0,0,1,24,18,0,0,0,1,1,0,0,0,1,0,0
3140,1,0,0,0,14,1,0,0,0,1,0,0,0,0,836,2646,0,0,1,0,1,0,0,0,0,1,0
4980,0,1,1,0,22,1,1,0,0,0,0,0,0,0,104,1701,0,0,0,1,0,1,0,1,0,0,0
143,1,0,0,0,64,1,1,1,1,0,0,0,0,1,981,5519,0,0,1,0,0,1,0,0,1,0,0
6976,0,0,1,0,62,1,0,1,1,1,0,1,0,1,754,5041,0,1,0,0,0,0,1,0,1,0,0
3577,1,0,0,0,36,1,0,0,1,0,1,0,1,1,636,4057,1,1,0,0,0,1,0,0,0,0,1
4946,1,0,0,0,4,1,0,0,0,0,0,1,0,1,920,1251,1,0,1,0,1,0,0,0,0,1,0
2782,1,0,1,1,38,1,1,1,0,1,1,1,1,1,1003,4528,0,1,0,0,0,0,1,1,0,0,0
717,1,0,0,0,32,1,1,0,0,0,0,0,1,1,1008,4167,0,0,1,0,1,0,0,1,0,0,0
1819,0,0,1,1,61,0,0,0,1,1,1,1,0,0,403,4500,0,1,0,0,0,0,1,0,1,0,0
2502,0,0,0,0,70,1,1,0,0,0,0,0,0,0,113,3587,0,0,0,1,0,1,0,0,1,0,0
4360,1,1,1,0,31,1,1,1,0,0,0,1,0,0,1082,4241,0,0,1,0,1,0,0,0,0,1,0
4171,1,0,0,0,9,1,0,0,0,0,0,0,0,1,8,802,1,0,0,1,1,0,0,0,0,0,1
395,0,0,0,0,66,1,1,1,1,1,1,1,1,1,1094,5821,0,1,0,0,0,0,1,0,1,0,0
5731,0,0,0,0,10,1,0,0,0,0,0,0,0,1,27,844,0,0,0,1,1,0,0,0,0,0,1
6320,0,0,1,1,30,1,0,0,0,1,1,1,0,1,618,3699,0,1,0,0,0,1,0,0,0,1,0
6804,1,0,1,1,5,1,0,1,0,1,0,0,1,1,1100,1460,0,0,1,0,1,0,0,0,0,0,1
4492,1,0,1,1,54,1,1,0,0,0,0,0,0,1,73,2808,0,0,0,1,0,0,1,1,0,0,0
1365,1,0,1,0,59,0,0,0,1,0,0,0,1,1,258,4027,1,1,0,0,1,0,0,1,0,0,0
6414,1,0,1,1,40,1,1,0,0,0,0,0,0,0,97,2472,0,0,0,1,0,0,1,0,1,0,0
5999,1,0,0,0,35,1,1,1,0,1,1,1,1,1,1449,4910,0,0,1,0,0,0,1,0,0,1,0
595,0,0,0,0,12,1,1,1,0,1,1,0,0,1,576,1999,1,1,0,0,1,0,0,0,0,0,1
6205,1,0,1,0,42,1,1,0,1,1,0,1,0,1,1193,4874,1,0,1,0,1,0,0,1,0,0,0
3952,0,0,0,0,72,1,1,0,1,1,1,1,1,1,1432,6408,0,0,1,0,0,0,1,0,1,0,0
5392,1,0,1,1,63,0,0,0,1,1,1,0,0,0,231,3983,0,1,0,0,0,0,1,1,0,0,0
5917,1,0,0,0,4,1,0,0,0,0,0,0,0,1,28,246,0,0,0,1,1,0,0,0,0,0,1
4968,0,1,1,1,68,0,0,0,1,1,0,1,1,1,422,4722,0,1,0,0,0,0,1,0,0,1,0
2914,1,0,0,0,32,1,0,0,0,0,0,1,1,1,625,3719,0,1,0,0,0,1,0,1,0,0,0
6936,1,0,1,1,5,1,1,0,1,0,0,0,0,1,903,1346,1,0,1,0,1,0,0,0,0,1,0
2326,0,0,1,0,72,1,1,0,1,1,1,1,1,0,1453,6404,0,0,1,0,0,1,0,0,1,0,0
5644,1,0,1,0,1,1,0,0,0,1,0,0,0,0,831,361,1,0,1,0,1,0,0,0,0,1,0
3766,0,1,0,0,1,1,0,1,0,1,0,0,0,1,475,232,1,1,0,0,1,0,0,0,0,1,0
3440,0,0,1,1,71,1,1,1,1,1,1,1,1,1,1104,5932,0,1,0,0,0,0,1,0,1,0,0
3851,0,0,1,1,46,1,0,0,0,0,0,0,0,1,14,2251,0,0,0,1,0,0,1,0,0,0,1
4132,0,0,0,0,13,0,0,0,0,0,0,0,0,1,70,1143,1,1,0,0,1,0,0,0,0,1,0
6454,0,0,0,0,41,1,1,1,0,0,0,0,0,1,926,4472,0,0,1,0,1,0,0,0,1,0,0
2143,1,1,1,0,30,1,1,0,0,1,0,1,1,0,804,3831,0,1,0,0,0,0,1,0,0,1,0
6491,0,0,0,0,1,1,0,0,0,0,0,0,0,1,699,283,1,0,1,0,1,0,0,0,0,1,0
5073,0,0,0,1,22,0,0,0,0,1,0,1,1,1,365,2516,0,1,0,0,0,1,0,0,1,0,0
1571,1,0,0,1,1,1,0,0,0,0,0,0,0,0,30,24,0,0,0,1,1,0,0,0,0,0,1
4079,0,0,1,0,10,1,1,1,0,0,0,0,0,1,863,2080,0,0,1,0,1,0,0,0,1,0,0
1122,0,0,0,0,19,0,0,0,0,0,0,1,1,1,302,2300,1,1,0,0,0,1,0,0,1,0,0
2786,1,0,0,1,27,1,0,1,1,0,0,0,0,0,483,3290,0,1,0,0,0,1,0,0,0,0,1
6335,0,0,0,0,14,1,0,0,0,0,1,1,1,1,708,2343,0,1,0,0,1,0,0,0,0,1,0
2967,1,0,1,0,59,1,1,1,1,1,1,1,1,0,1526,6053,0,0,1,0,0,0,1,0,0,1,0
2504,1,0,0,0,2,1,0,1,0,0,0,0,0,1,821,812,1,0,1,0,1,0,0,0,0,1,0
5988,1,0,1,1,12,1,0,0,0,0,0,0,0,0,50,1038,0,0,0,1,0,0,1,1,0,0,0
3465,1,0,0,0,4,1,0,0,0,0,0,0,0,1,323,845,0,1,0,0,1,0,0,0,0,1,0
675,1,1,0,0,65,1,1,1,0,1,1,1,1,1,1476,6273,0,0,1,0,0,0,1,0,0,1,0
2808,1,0,1,1,2,1,0,1,0,0,0,1,1,0,1229,795,0,0,1,0,1,0,0,0,0,1,0
3348,0,1,0,0,71,1,1,0,1,1,0,1,1,1,1393,6342,0,0,1,0,0,1,0,0,0,1,0
728,0,1,0,0,30,1,1,1,1,1,0,0,0,0,1127,4216,1,0,1,0,1,0,0,0,1,0,0
412,0,0,1,0,29,1,1,0,0,0,0,0,0,1,806,3812,0,0,1,0,1,0,0,0,0,1,0
3146,0,0,1,1,5,1,0,0,1,0,1,1,1,1,1264,1525,1,0,1,0,1,0,0,0,0,0,1
1516,0,0,1,0,17,1,1,0,0,0,0,1,1,0,1143,3297,0,0,1,0,1,0,0,0,0,1,0
5745,0,0,1,1,61,1,1,0,0,0,0,0,0,1,76,3147,0,0,0,1,0,0,1,0,0,0,1
825,0,0,1,1,16,1,0,0,1,1,0,1,0,1,1082,3125,1,0,1,0,1,0,0,0,1,0,0
3267,1,0,1,1,47,1,0,0,0,0,0,0,0,0,30,2398,0,0,0,1,0,1,0,0,0,0,1
3974,1,0,1,0,37,1,1,1,0,1,0,1,1,0,885,4302,0,1,0,0,0,1,0,0,0,0,1
616,1,0,0,0,8,0,0,0,0,0,0,0,0,1,97,805,0,1,0,0,1,0,0,0,1,0,0
114,0,0,1,1,64,0,0,0,1,0,1,1,1,1,451,4592,0,1,0,0,0,0,1,0,0,1,0
417,0,0,1,1,40,1,1,0,0,0,0,0,0,1,88,2504,0,0,0,1,0,0,1,0,0,0,1
3069,0,0,0,0,10,1,0,0,0,0,0,0,0,1,40,806,0,0,0,1,1,0,0,0,0,0,1
1625,0,0,1,0,9,1,0,0,0,1,0,0,0,1,822,1891,1,0,1,0,1,0,0,1,0,0,0
6973,0,1,1,0,53,1,0,0,1,1,1,1,0,1,1168,5329,0,0,1,0,0,1,0,0,0,1,0
4185,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43,37,0,0,0,1,1,0,0,0,0,1,0
2896,1,0,0,0,13,1,0,0,0,0,0,0,0,1,28,1014,0,0,0,1,0,1,0,0,0,1,0
6571,0,0,0,0,34,1,0,1,1,0,0,0,0,0,459,3618,0,1,0,0,0,1,0,0,0,0,1
2082,1,0,0,1,21,1,1,0,0,0,0,0,0,0,86,1530,0,0,0,1,1,0,0,0,0,0,1
753,1,0,0,1,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,1,0,0,0,1
2546,0,0,0,0,25,1,0,1,0,0,1,1,1,1,830,3705,0,1,0,0,1,0,0,0,1,0,0
3969,1,0,1,1,1,1,0,0,0,0,0,0,0,1,714,296,0,0,1,0,1,0,0,0,1,0,0
3373,0,1,0,0,2,1,1,0,0,0,0,0,0,1,816,705,1,0,1,0,1,0,0,0,0,0,1
5726,0,0,1,1,47,1,0,0,0,0,0,0,0,1,55,2529,0,0,0,1,0,0,1,1,0,0,0
4107,0,0,1,0,72,1,1,1,1,0,0,0,1,1,1177,6179,0,0,1,0,0,0,1,0,1,0,0
2444,0,1,0,0,31,1,1,0,1,0,0,1,1,1,1280,4468,1,0,1,0,1,0,0,0,0,1,0
4380,0,0,1,1,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,1,0,0,0,1
1066,1,0,1,0,47,1,0,0,0,0,0,0,0,0,22,2429,0,0,0,1,0,0,1,0,0,0,1
3913,1,0,1,0,72,1,1,0,0,0,0,0,0,0,88,3609,0,0,0,1,0,0,1,0,1,0,0
5287,1,0,0,0,1,1,0,0,0,0,0,0,0,0,40,34,0,0,0,1,1,0,0,0,1,0,0
5536,1,0,0,0,9,0,0,0,0,0,0,1,0,1,185,1128,1,1,0,0,1,0,0,0,1,0,0
5387,1,0,0,0,4,0,0,0,0,0,1,0,0,0,154,574,0,1,0,0,1,0,0,0,0,1,0
5732,1,1,0,0,19,1,0,1,0,0,0,0,1,1,1041,3352,0,0,1,0,1,0,0,0,0,1,0
3498,1,0,0,0,43,1,0,1,0,0,0,0,0,1,811,4474,1,0,1,0,1,0,0,0,0,1,0
2738,0,0,1,1,43,1,0,1,0,1,0,1,1,0,811,4508,0,1,0,0,0,0,1,1,0,0,0
5052,1,0,0,1,18,1,0,0,0,0,0,0,0,1,318,2053,0,1,0,0,1,0,0,0,1,0,0
4000,0,1,0,0,39,1,1,0,0,1,0,1,1,1,1276,4914,0,0,1,0,1,0,0,0,0,1,0
1568,1,1,0,0,11,1,1,0,1,1,1,1,1,1,1494,2738,0,0,1,0,1,0,0,0,0,1,0
2427,1,0,0,0,1,0,0,0,0,0,0,0,1,0,206,100,1,1,0,0,1,0,0,0,0,1,0
3746,0,0,1,0,1,1,0,0,0,0,0,0,0,1,694,280,1,0,1,0,1,0,0,0,0,1,0
6522,0,0,1,0,43,0,0,1,0,0,1,0,0,0,175,3215,0,1,0,0,1,0,0,1,0,0,0
1687,1,0,1,1,12,1,1,0,0,0,0,0,0,0,119,1180,0,0,0,1,0,1,0,0,0,0,1
851,1,0,0,1,52,1,1,1,1,0,1,1,1,1,998,5128,0,1,0,0,0,0,1,0,0,0,1
3546,1,0,1,0,71,1,1,1,0,1,1,1,1,0,959,5887,0,1,0,0,0,0,1,0,0,1,0
6303,0,0,1,0,71,1,1,0,1,1,1,1,1,0,1455,6384,0,0,1,0,0,0,1,0,0,1,0
895,1,0,0,0,30,1,1,1,1,0,0,0,1,1,1174,4173,0,0,1,0,1,0,0,0,1,0,0
4592,0,0,1,1,39,1,1,0,0,0,0,0,0,1,76,2330,0,0,0,1,0,1,0,0,0,0,1
6401,0,0,0,1,3,1,0,1,0,0,1,0,0,1,461,689,1,1,0,0,1,0,0,0,0,0,1
5878,1,0,0,0,3,1,0,0,0,0,0,0,0,0,53,209,0,0,0,1,0,1,0,0,0,0,1
335,1,0,1,1,68,1,1,0,1,1,1,0,1,1,823,5524,1,1,0,0,0,1,0,1,0,0,0
2839,0,0,1,1,41,1,0,0,0,0,0,0,0,0,15,2092,0,0,0,1,0,0,1,1,0,0,0
3087,0,0,0,0,8,1,1,0,0,0,0,1,0,1,1036,2073,1,0,1,0,1,0,0,0,0,1,0
4611,0,0,1,0,72,1,1,0,0,0,0,0,0,1,75,3498,0,0,0,1,0,0,1,0,1,0,0
1348,1,0,1,0,10,1,0,0,0,0,0,1,0,1,899,2242,1,0,1,0,1,0,0,0,0,1,0
1015,1,0,1,1,12,1,0,0,0,0,0,0,1,0,432,1968,1,1,0,0,0,1,0,0,1,0,0
2816,0,0,1,0,72,1,1,1,1,1,0,1,1,1,1460,6480,0,0,1,0,0,0,1,0,0,1,0
1631,0,1,1,0,17,1,1,1,0,1,0,0,0,1,1002,3169,1,0,1,0,1,0,0,1,0,0,0
2489,0,0,1,1,68,1,1,1,1,1,1,0,1,1,869,5542,0,1,0,0,0,1,0,0,0,1,0
3730,0,0,1,0,57,1,1,0,1,1,0,1,1,1,1365,5800,1,0,1,0,1,0,0,0,1,0,0
3251,0,1,0,0,37,1,1,1,1,0,0,1,1,1,1410,4928,1,0,1,0,1,0,0,1,0,0,0
6516,1,0,0,1,1,1,0,0,0,1,0,0,0,0,355,177,1,1,0,0,1,0,0,0,0,1,0
5877,0,0,0,0,53,1,1,1,0,1,0,1,1,1,1414,5744,1,0,1,0,0,1,0,0,1,0,0
5881,0,0,0,0,34,1,0,1,0,1,1,1,1,1,899,4199,0,1,0,0,0,1,0,1,0,0,0
2070,0,0,0,0,49,1,1,1,1,0,0,0,0,1,538,4313,1,1,0,0,1,0,0,0,1,0,0
4452,0,0,1,0,70,1,0,1,1,1,1,1,1,0,1024,5812,0,1,0,0,0,0,1,0,1,0,0
6956,1,1,0,0,67,1,1,1,1,0,1,0,0,1,619,5025,0,1,0,0,0,0,1,1,0,0,0
5408,0,0,0,0,51,1,1,0,0,0,0,0,0,0,91,2901,0,0,0,1,0,0,1,1,0,0,0
1635,0,0,0,0,3,1,0,0,0,1,0,1,1,1,714,901,0,1,0,0,0,1,0,0,0,1,0
4646,0,0,0,0,1,1,0,0,0,0,0,0,0,1,729,311,0,0,1,0,1,0,0,0,0,0,1
2479,1,0,1,1,56,1,1,1,1,0,1,0,1,1,824,5029,0,1,0,0,0,0,1,0,1,0,0
2265,1,0,0,0,12,1,1,0,1,1,1,1,1,1,1513,3040,1,0,1,0,1,0,0,0,0,0,1
2959,1,0,1,1,27,1,1,1,1,0,1,1,0,0,1296,4232,0,0,1,0,1,0,0,0,0,1,0
5323,0,0,1,1,58,1,1,0,1,1,0,1,1,1,1379,5927,0,0,1,0,0,1,0,0,1,0,0
6650,0,0,0,0,6,1,0,0,0,0,0,0,0,0,33,585,0,0,0,1,1,0,0,0,0,0,1
3059,0,0,1,1,64,1,1,0,0,0,0,0,0,1,73,3277,0,0,0,1,0,0,1,0,0,0,1
5053,0,0,1,1,16,1,1,0,1,0,0,0,0,1,899,2871,0,0,1,0,1,0,0,0,1,0,0
5869,0,0,1,1,44,1,1,0,1,1,0,0,1,0,1176,5046,0,0,1,0,0,1,0,0,0,1,0
2141,1,0,1,1,16,1,0,0,0,0,0,0,0,0,32,1252,0,0,0,1,1,0,0,0,0,1,0
5104,0,0,1,0,18,1,0,0,0,0,0,0,0,0,31,1321,0,0,0,1,0,0,1,0,0,0,1
3118,1,0,0,0,44,1,0,0,0,0,0,0,0,0,19,2207,0,0,0,1,0,1,0,0,1,0,0
5188,1,1,1,0,30,1,1,0,0,0,1,1,1,1,1310,4304,0,0,1,0,1,0,0,0,0,1,0
6642,1,0,0,0,25,1,0,1,1,0,1,1,1,1,880,3635,0,1,0,0,1,0,0,0,0,0,1
4045,0,0,0,0,14,1,0,0,0,0,0,0,0,1,735,2327,1,0,1,0,1,0,0,0,1,0,0
3356,0,0,1,1,4,1,1,0,0,0,0,0,0,0,393,974,1,1,0,0,1,0,0,0,0,0,1
2744,0,0,1,0,42,1,0,0,0,1,1,1,1,1,1261,4970,0,0,1,0,0,0,1,0,1,0,0
5092,0,0,1,1,7,1,0,0,0,0,0,0,0,0,38,672,0,0,0,1,1,0,0,0,0,0,1
3506,1,0,0,0,19,1,1,1,0,1,0,0,0,1,990,3365,0,0,1,0,1,0,0,0,0,1,0
1679,1,1,0,1,7,1,0,0,0,0,0,0,0,1,320,1260,0,1,0,0,1,0,0,0,0,0,1
4249,0,0,1,1,10,1,0,0,1,1,0,0,1,1,646,1898,0,1,0,0,0,1,0,0,0,0,1
3147,0,0,1,0,15,1,0,1,0,1,0,1,1,0,1314,3385,0,0,1,0,1,0,0,0,0,1,0
2294,1,0,0,0,12,1,1,0,1,1,0,1,1,1,1409,2846,1,0,1,0,1,0,0,0,0,1,0
580,0,0,1,1,12,1,0,0,0,0,0,0,0,0,9,949,1,0,0,1,1,0,0,0,0,0,1
1470,0,0,0,0,8,1,0,0,0,0,0,0,0,0,13,700,0,0,0,1,1,0,0,0,0,0,1
4799,0,0,1,1,10,1,0,0,0,0,0,0,0,1,25,833,0,0,0,1,1,0,0,1,0,0,0
4070,1,1,1,0,55,1,1,0,0,0,0,0,0,1,787,4925,0,0,1,0,1,0,0,0,0,1,0
5308,0,0,0,0,69,1,0,1,0,1,1,1,1,1,947,5629,0,1,0,0,0,0,1,0,1,0,0
3343,0,0,0,0,16,1,0,0,0,0,0,0,0,0,31,1188,0,0,0,1,0,1,0,1,0,0,0
4992,1,0,1,0,51,0,0,0,1,0,0,0,0,1,145,3243,0,1,0,0,1,0,0,0,1,0,0
4583,0,0,1,0,71,1,1,1,1,1,1,1,1,0,1095,5959,0,1,0,0,0,0,1,0,0,1,0
3672,0,0,1,0,54,1,1,0,0,0,0,1,1,1,718,4745,1,1,0,0,0,1,0,0,1,0,0
559,1,0,0,0,1,1,0,0,0,0,1,0,0,1,362,181,0,1,0,0,1,0,0,0,0,1,0
5237,0,0,0,0,26,1,0,0,1,1,0,0,0,1,454,3081,0,1,0,0,1,0,0,0,1,0,0
5215,0,0,1,0,8,1,0,0,0,0,0,0,0,0,32,697,1,0,0,1,1,0,0,1,0,0,0
2849,0,0,0,0,12,1,0,0,0,0,0,0,0,0,35,996,0,0,0,1,1,0,0,0,0,0,1
512,0,1,1,0,5,1,1,0,0,0,0,0,0,1,794,1237,1,0,1,0,1,0,0,0,0,1,0
4729,0,0,1,1,69,0,0,0,1,1,0,1,1,1,458,4771,0,1,0,0,0,0,1,0,1,0,0
1081,1,1,1,0,46,1,1,0,0,1,0,1,1,1,1259,5184,0,0,1,0,1,0,0,0,0,1,0
1664,0,0,0,0,46,1,1,0,0,0,0,1,1,0,1209,5101,1,0,1,0,1,0,0,1,0,0,0
1012,1,0,0,0,9,1,0,0,0,0,1,1,1,1,1206,2185,0,0,1,0,1,0,0,1,0,0,0
1931,0,0,1,0,53,1,1,0,1,1,1,1,1,1,1501,5751,0,0,1,0,0,1,0,1,0,0,0
1150,0,0,0,0,41,0,0,0,1,0,0,0,1,1,249,3393,0,1,0,0,1,0,0,0,0,1,0
2838,0,0,0,0,41,1,0,0,0,0,0,0,0,0,29,2153,0,0,0,1,0,0,1,0,0,0,1
5949,0,0,0,0,68,0,0,0,1,0,1,0,1,0,304,4404,0,1,0,0,1,0,0,0,0,1,0
116,0,0,0,0,36,0,0,1,0,0,0,0,0,0,161,2659,0,1,0,0,0,0,1,1,0,0,0
740,0,0,0,0,47,1,1,1,0,1,1,0,0,1,628,4283,0,1,0,0,0,0,1,0,0,0,1
6760,1,0,0,1,4,1,0,1,0,0,0,0,0,1,364,796,1,1,0,0,1,0,0,0,0,1,0
6070,1,0,1,1,61,1,1,0,0,1,1,1,1,1,920,5390,0,1,0,0,0,0,1,1,0,0,0
5177,1,1,1,0,36,1,1,0,0,0,0,0,1,1,977,4367,1,0,1,0,1,0,0,0,0,1,0
3675,0,0,0,0,1,1,0,0,0,0,0,0,0,0,39,33,0,0,0,1,1,0,0,0,0,0,1
5906,0,1,0,0,14,1,1,0,1,0,0,0,0,1,879,2623,1,0,1,0,1,0,0,0,0,1,0
830,0,0,1,0,50,1,1,1,1,0,1,1,1,0,1442,5659,1,0,1,0,0,1,0,0,0,1,0
119,1,0,1,1,27,1,1,0,1,0,1,0,0,1,999,3813,0,0,1,0,1,0,0,0,1,0,0
4752,1,0,0,0,23,1,0,0,0,0,0,0,0,0,38,1567,0,0,0,1,0,1,0,0,0,0,1
6718,1,0,0,0,3,1,1,0,0,0,0,0,0,0,807,869,1,0,1,0,1,0,0,0,0,0,1
6664,0,0,0,0,36,1,1,0,1,1,0,1,1,1,1371,4832,0,0,1,0,0,1,0,1,0,0,0
6961,0,0,1,0,24,1,1,0,0,0,0,0,0,1,815,3470,1,0,1,0,1,0,0,0,1,0,0
635,0,0,1,1,65,1,1,0,1,1,0,1,1,1,1385,6195,1,0,1,0,1,0,0,0,0,1,0
4465,1,0,0,0,31,0,0,0,0,1,0,1,1,1,377,3237,0,1,0,0,0,1,0,0,0,1,0
4364,0,0,0,0,63,1,1,1,1,1,1,0,1,1,906,5400,0,1,0,0,0,0,1,0,1,0,0
4142,0,0,0,0,67,1,0,1,1,0,1,0,0,0,553,4820,0,1,0,0,0,1,0,0,1,0,0
991,0,0,0,0,58,1,1,0,0,0,0,0,0,0,79,3111,0,0,0,1,0,0,1,0,1,0,0
876,0,0,0,0,15,1,0,1,0,1,1,1,1,0,1377,3301,1,0,1,0,1,0,0,0,0,1,0
4869,1,0,0,0,16,1,1,0,1,0,0,0,0,1,911,2836,0,0,1,0,1,0,0,0,0,0,1
5315,1,0,0,0,1,1,0,0,0,0,0,0,0,1,317,157,1,1,0,0,1,0,0,0,0,1,0
5222,0,0,0,0,8,1,1,1,1,1,0,0,0,1,638,1750,0,1,0,0,1,0,0,1,0,0,0
4,0,0,0,0,2,1,0,0,0,0,0,0,0,1,729,675,1,0,1,0,1,0,0,0,0,1,0
3051,0,0,1,1,71,1,1,1,1,1,1,1,1,0,1091,5974,0,1,0,0,0,0,1,1,0,0,0
5691,1,0,0,0,4,1,0,0,0,0,0,0,0,0,28,273,0,0,0,1,0,1,0,0,0,0,1
3124,1,0,1,1,68,1,0,1,1,0,1,1,1,0,953,5740,0,1,0,0,0,0,1,1,0,0,0
